title,company,location,summary,salary
"Senior Consultant, Data and Analytics - Sydney",EY,Sydney NSW,"Exposure to data / data environments / databases / large data sets.
Experienced in delivering modern data platform solutions, data governance, architecture…",114565.83
EL1 Senior Data Scientist,HorizonOne Recruitment,Canberra ACT,"Experience using data visualisation tools such as Tableau, Power BI and/or R packages to present complex data in simple ways.
$101,955 – $115,005 (plus super).", 115005
Computational Biologist: Cancer Genomics–The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Expertise in working with somatic data.
Expertise in working with next-generation sequencing data.
Analysing structural variation in childhood cancer using long…",114565.83
Senior Data Scientist,TheDriveGroup,Sydney NSW,"You will be joining a passionate team of high-performance big data engineers, data scientists, product managers, and software engineers giving you the…",114565.83
Bioinformatician - The Garvan Weizmann Centre for Cellular Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Analysis of data generated for research within the GWCCG labs, by collaborators or in the public domain, method development and testing and writing computer…",114565.83
Data Scientist,GMT People,Canberra ACT,"Open Data Cube; and large data.
Remote sensing principles and working with remotely sensed data and image processing software.
Contract to 30 June 2021.",114565.83
"SENIOR SCIENTIST - MOLECULAR DIAGNOSTICS, DEVELOPMENT AND INFORMATICS",University of Melbourne,Parkville VIC,"We are looking for a highly skilled, focused and enthusiastic laboratory scientist who is ready to use their well-developed molecular biology, communication,…", 101684
Senior Data Engineer,Prospa,Darlinghurst NSW,"You will extend and optimize our data pipelines, data lake, and data warehouse.
Your work will ensure our data pipelines are running efficiently, our enterprise…",114565.83
"Cloud Architect, Data & Analytics",EY,Perth WA,"We go beyond strategy and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",114565.83
Computational Biologist – The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Expertise in working with next-generation sequencing data.
This position will drive the development and validation of approaches for interpreting multi-omic…",114565.83
Director - Program Evaluation,KANTAR,Sydney NSW,"Kantar is the world’s leading data, insights and consulting company.
With offices in six states and a team which includes behavioural scientists, specialised…",114565.83
"Experience Management Scientist, Customer Experience",Qualtrics,Sydney NSW,"Have a strong understanding of good research methodology; item design and data collection.
Able to analyse and interpret data, and report back insights to…",114565.83
Data Science Manager,Broadspectrum,Melbourne VIC,"Provide expert knowledge of machine learning, NLP, deep learning and other methods, both executing projects and developing other data scientists across the…",114565.83
Senior Data Scientist,Preacta Recruitment,Sydney NSW,"My client is a tech-driven financial business working towards expanding their data capability by investing heavily to ensure they use their data in the best,…", 140000
"Senior Consultant, Data and Analytics - Sydney",EY,Sydney NSW,"Exposure to data / data environments / databases / large data sets.
Experienced in delivering modern data platform solutions, data governance, architecture…",114565.83
EL1 Senior Data Scientist,HorizonOne Recruitment,Canberra ACT,"Experience using data visualisation tools such as Tableau, Power BI and/or R packages to present complex data in simple ways.
$101,955 – $115,005 (plus super).", 115005
Computational Biologist: Cancer Genomics–The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Expertise in working with somatic data.
Expertise in working with next-generation sequencing data.
Analysing structural variation in childhood cancer using long…",114565.83
Senior Data Scientist,TheDriveGroup,Sydney NSW,"You will be joining a passionate team of high-performance big data engineers, data scientists, product managers, and software engineers giving you the…",114565.83
Laboratory Manager,NSW Health Pathology,Sydney NSW,"Advanced knowledge and operating competency with Laboratory Information Systems, Microsoft Office applications and Quality Management Systems and proven data…", 132511
Laboratory Manager,NSW Health Pathology,Sydney NSW,"Advanced knowledge and operating competency with Laboratory Information Systems, Microsoft Office applications and Quality Management Systems and proven data…", 132511
Developer,NSW Health Pathology,Newcastle NSW,"Demonstrated ability in data analysis, mapping and migration.
Development skills including data visualisation skills, TypeScript, Angular and Java software…", 100090
"Manager, Data and Analytics",EY,Sydney NSW,"Experience building data profiling and data cleansing frameworks.
At least 5 years’ experience as a data engineer within the data and analytics domain.",114565.83
"Manager, Balance Sheet & Statistical Reporting",Macquarie Group Limited,Sydney NSW,"Knowledge and a passion for data and regulatory reporting in a control environment.
You will regularly engage and consult with internal stakeholders including…",114565.83
Research Assistant/Research Officer (Post-Doctoral Scientist) – Centre for Targeted Therapy,The Garvan Institute of Medical Research,Sydney NSW,Completion of measurable outputs such as successful generation of data packages to external partners resulting in downstream Garvan income and clinical…,114565.83
Senior Data Analyst | BIG W,Big W,Glossodia NSW,"Previous experience as a data analyst or scientist with broad experience of modern data and analytics tools and programming languages.
We are very data driven.",114565.83
Environmental Planner / Scientist,ALRA,Sydney NSW,"You’ll provide end-to-end project management from consultation, assessment, and client liaison to team coordination (contractor management, invoicing, drafting,…", 160000
Coast & Estuary Officer,Environment Energy and Science,Newcastle NSW,Collect estuary/coastal data for analysis and prepare technical recommendations and assess outcomes and standards for management strategies., 103113
Year in industry - 5 positions,ANSTO,Lucas Heights NSW,"We partner with scientists and engineers and apply new technologies to provide real-world benefits.
Thousands of scientists from industry and academia benefit…",114565.83
Senior Consultant,Deloitte,Canberra ACT,"Big data, information and analytics.
Delivering insights through a range of corporate data sources through the application of analytics, data mining and real…",114565.83
Earth Observation Data Scientist,HiTech Personnel,Canberra ACT,"Experience working with large data.
Knowledge of remote sensing principles and experience working with remotely sensed data and image processing software.",114565.83
"Data Architect, Technical Lead, Data and Analytics",EY,Sydney NSW,"We go beyond strategy and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",114565.83
Ecology Consultants (3 roles),Niche Environment and Heritage,Parramatta NSW,"Our 50+strong team includes ecologists, botanists, archaeologists and environmental scientists.
Practical experience of 4 to 8+ years undertaking field-based…",114565.83
Bioinformatician – The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Experience working with next-generation sequencing data.
Seek out genomics datasets from across Garvan and establish a catalogue with clinical information as…",114565.83
Sr Statistical Programmer,Syneos Health Clinical,Remote,JOB SUMMARY This position functions as a member of the Biostatistics and Statistical Programming project team serving as a Lead Statistical Programmer for…,114565.83
Laboratory Manager,NSW Health Pathology,Sydney NSW,"Advanced knowledge and operating competency with Laboratory Information Systems, Microsoft Office applications and Quality Management Systems and proven data…", 132511
Developer,NSW Health Pathology,Newcastle NSW,"Demonstrated ability in data analysis, mapping and migration.
Development skills including data visualisation skills, TypeScript, Angular and Java software…", 100090
"Manager, Data and Analytics",EY,Sydney NSW,"Experience building data profiling and data cleansing frameworks.
At least 5 years’ experience as a data engineer within the data and analytics domain.",114565.83
"Manager, Balance Sheet & Statistical Reporting",Macquarie Group Limited,Sydney NSW,"Knowledge and a passion for data and regulatory reporting in a control environment.
You will regularly engage and consult with internal stakeholders including…",114565.83
Research Assistant/Research Officer (Post-Doctoral Scientist) – Centre for Targeted Therapy,The Garvan Institute of Medical Research,Sydney NSW,Completion of measurable outputs such as successful generation of data packages to external partners resulting in downstream Garvan income and clinical…,114565.83
Senior Data Analyst | BIG W,Big W,Glossodia NSW,"Previous experience as a data analyst or scientist with broad experience of modern data and analytics tools and programming languages.
We are very data driven.",114565.83
Environmental Planner / Scientist,ALRA,Sydney NSW,"You’ll provide end-to-end project management from consultation, assessment, and client liaison to team coordination (contractor management, invoicing, drafting,…", 160000
Coast & Estuary Officer,Environment Energy and Science,Newcastle NSW,Collect estuary/coastal data for analysis and prepare technical recommendations and assess outcomes and standards for management strategies., 103113
Year in industry - 5 positions,ANSTO,Lucas Heights NSW,"We partner with scientists and engineers and apply new technologies to provide real-world benefits.
Thousands of scientists from industry and academia benefit…",114565.83
Senior Consultant,Deloitte,Canberra ACT,"Big data, information and analytics.
Delivering insights through a range of corporate data sources through the application of analytics, data mining and real…",114565.83
Earth Observation Data Scientist,HiTech Personnel,Canberra ACT,"Experience working with large data.
Knowledge of remote sensing principles and experience working with remotely sensed data and image processing software.",114565.83
"Data Architect, Technical Lead, Data and Analytics",EY,Sydney NSW,"We go beyond strategy and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",114565.83
Ecology Consultants (3 roles),Niche Environment and Heritage,Parramatta NSW,"Our 50+strong team includes ecologists, botanists, archaeologists and environmental scientists.
Practical experience of 4 to 8+ years undertaking field-based…",114565.83
Bioinformatician – The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Experience working with next-generation sequencing data.
Seek out genomics datasets from across Garvan and establish a catalogue with clinical information as…",114565.83
Sr Statistical Programmer,Syneos Health Clinical,Remote,JOB SUMMARY This position functions as a member of the Biostatistics and Statistical Programming project team serving as a Lead Statistical Programmer for…,114565.83
Manager,Deloitte,Canberra ACT,Provide analysis and consultation on data quality issues for clients and manage projects for changes to data supply and data quality from conception to…,114565.83
"Addressable Executive, Programmatic/Social",Clemenger Group,Sydney NSW,We're fortunate to have some excellent data scientists working with us helping to build the latest and greatest in models.,114565.83
Data Scientist/Analyst – SAS,Adaps,Sydney NSW,"As a Data Scientist you will design data stores, and build advanced data models to solve complex problems and generate sophisticated insights.",114565.83
Data Scientist,Adaps,Sydney NSW,"Demonstrate a strong proficiency in Excel, PowerPoint and SharePoint.
Strong organisation, attention to detail and an inquisitive mind are essential.",114565.83
Data Engineer,Komatsu,Australia,"Our team is composed of data scientists who create algorithms, software developers / data engineers that support the execution of the analytics suite, and…",114565.83
Research Scientist/Senior Research Scientist in Systems,CSIRO,Sydney NSW,"Join CSIRO’s Data61, the largest data innovation group in Australia.
CSIRO’s Data61 business unit is the largest data innovation group in Australia, bringing…", 106000
Senior Data Scientist,Michael Page,Brisbane QLD,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",114565.83
Machine Learning Engineer,The University of Adelaide,Adelaide SA,"3+ years’ experience in a data science programming language (i.e. python, R) and toolchain (i.e. PyTorch, Tensorflow, Scikit learn, CARET).", 122855
Data Engineer,Arkose Labs,Brisbane QLD,"Manage and optimize data pipelines.
Familiarity with data science concepts.
Experience working with big data pipelines and databasing.",114565.83
Research Coordinator - Genomic Medicine,The Garvan Institute of Medical Research,Sydney NSW,"Collect clinical data and perform data entry.
Ensure data security is maintained to protect patient records, both physically and electronically.",114565.83
Senior Data Scientist,Ashdown Consulting,North Sydney NSW,"Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Create policies and procedures on data governance and business rules…", 180000
Quality Assurance Engineer,Feedzai,Sydney NSW,"Founded and developed by data scientists and aerospace engineers, Feedzai has one mission: to make banking and commerce safe.
Perform Code Reviews of Peers.",114565.83
Data Scientist (Advanced Analytics),Mindcloud Consultants,Sydney NSW,"Experience with large data sets, including statistical analyses, data visualization, data mining and data cleansing/transformation and machine learning…",114565.83
Research Assistant/Senior Research Assistant,The Garvan Institute of Medical Research,Sydney NSW,"Our vision of the centre is to translate medical research into clinical care in Australia and beyond by integrating sequencing, bioinformatics and data…",114565.83
Technology Lead | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",114565.83
Casual Ecologist/Environmental Scientist,Anderson Environmental Pty Ltd,Australia,"A minimum of 3 years practical experience undertaking field-based surveys, data analysis and reporting, preferably in a consulting capacity.",114565.83
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,114565.83
Data Scientist,Macquarie Group,Australia,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",114565.83
Research and Data Analyst,Chandler Macleod,Australia,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",114565.83
Medical Data Scientist,Optimum Patient Care,Australia,"Contribute to data analyses as required for research projects.
Undertake quality checks to assure high standards of data and code.",114565.83
Research Scientist in Health Intelligence,CSIRO,Brisbane QLD,"Previous experience working in the health domain, especially with clinical data.
Utilise various analytic and statistical methodologies to evaluate, and…", 106000
Data Scientist,Peoplebank,Canberra ACT,"Modelling data and data tables to run efficient data queries.
Preparing training data and testing data for machine learning algorithms.",114565.83
Data Scientist- National Operations Finance,Woolworths Supermarkets,Bella Vista NSW,"Key to your success in this role is your proven experience in data science, data analytics and data exploration, a real advocate and champion across all data…",114565.83
Market Research Analyst,Laureate Education,Sydney Central Business District NSW,"Prepare and present data-based recommendations to improve sales performance.
Confidence in working collaboratively and presenting complex data to varied…",114565.83
Research Scientist - Health AI Postdoc Researcher – Melbourne,IBM,Melbourne VIC,"Must have: developing, testing, and deploying systems for analysing medical data such as for example EEG, ECG, text, speech or imaging data, or for other real…",114565.83
Quantitative Risk Analyst,Akuna Capital,Sydney NSW,"Akuna Capital is an innovative trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation.",114565.83
Risk Analyst,Broad Construction,Sydney NSW,"From internal and external data sources, ingest, store, prepare, train, model and visualise pertinent Pre-Contracts and Project Delivery data in order to…",114565.83
Risk Analyst,CPB Contractors,Sydney NSW,"From internal and external data sources, ingest, store, prepare, train, model and visualise pertinent Pre-Contracts and Project Delivery data in order to…",114565.83
Data Modeller | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",114565.83
"Associate Director, Balance Sheet & Statistical Reporting",Macquarie Group Limited,Sydney NSW,"You will have regular engagement and consultation with the data team, business units, legal, risk management and the senior leadership team on reporting and…",114565.83
Research Assistant/Senior Research Assistant,The Garvan Institute of Medical Research,Sydney NSW,"Our vision of the centre is to translate medical research into clinical care in Australia and beyond by integrating sequencing, bioinformatics and data…",114565.83
Technology Lead | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",114565.83
Junior Data Scientist,Adaps,Melbourne VIC,"The Client’sTeam are releasing 5 data sets at a time.
1-2 Years of Data Experience.
Have an “understanding” of NoSQL.
Have an “understanding” of NoSQL.",114565.83
Environmental Scientist,NRA Environmental Consultants,Cairns QLD,"Experience delivering and managing data for complex projects using multiple datasets.
Contribute to our multidisciplinary team of specialist scientists by…",114565.83
Data Engineer,Openpay,Melbourne VIC,"Relevant work experience, at least 2 yrs in designing and optimising data pipelines and data architecture.
Optimise how data is stored in the data warehouse in…",114565.83
Research Fellow - Exciton,Monash University,Clayton VIC,The Department of Chemical Engineering is looking for a scientist or an engineer with specialisation in materials research and photovoltaics with some…, 94190
Data Engineer,ION,Sydney NSW,"The successful candidate will have the ability to use programmatic tools and techniques to quickly understand different data sources, transform and combine them…",114565.83
Data Visualisation Specialist | Data and Analytics,EY,Canberra ACT,"Exposure to data / data environments / databases / large data sets.
Prepare concise data reports and data visualizations for stakeholders that will help in…",114565.83
Lead Data Engineer,Prospa,Darlinghurst NSW,"In addition, our data pipelines, data lake, and data warehouse.
Extensive knowledge in building enterprise data warehousing and data lakes.",114565.83
Associate QC Scientist,Thermo Fisher Scientific,Brisbane QLD,"Review protocols, data and reports for other team members.
Ensure the scientific integrity of the QC teams is maintained, working closely with the data…", 80000
Advisory Practice Lead,NTT,Sydney NSW,"Strong experience in any of the following fields: data management and analytics, data governance, data architecture, data modelling, data warehousing, data…",114565.83
Software Engineer,Feedzai,Sydney NSW,"Founded and developed by data scientists and aerospace engineers, Feedzai has one mission: to make banking and commerce safe.
Come and change the world with us.",114565.83
Data Story lead,The Start Smart,Sydney NSW,"Collaborate with our predictive modelling teams to showcase data journeys which ultimately tell a data story.
Post Graduate or PHD in data analytics and science…",114565.83
Senior Data Analytics Engineer,Deputy,Sydney NSW,Create data tools for analytics and data scientist team members that assist them in building and optimising our product into an innovative industry leader.,114565.83
"Senior Consultant, Data & Analytics - Melbourne",EY,Melbourne VIC,"Exposure to data / data environments / databases / large data sets.
Experienced in delivering modern data platform solutions, data governance, architecture…",114565.83
Entry Level Intelligence Analyst (Full Training Provided),Royal Australian Navy,Australia,"A role as an Entry Level Intelligence Analyst (known in the Navy as Cryptologic Linguist) is exciting, challenging and immensely rewarding.", 89999
Digital Marketing Analyst,Louder,Australia,"Experience of data security best-practice and working with sensitive data.
Follow data security best practice to protect our client’s data and to minimise…", 110000
Testing Analyst (SSAS/SSIS),APRA,Australia,"You will have the ability to code in at least one programming language (Java/ JavaScript/ C#/ etc), knowledge on GIT in maintaining source code repositories and…",104069.04
"Manager, Analytics & Data Science, SMB Credit Risk",Zip,Australia,"Over time, managing and mentoring other analysts/data scientists, with a focus to grow the SME risk analytics capability at Zip.
What are we looking for?",104069.04
"Data Analyst, EL1, Sydney, Canberra or Melbourne",Australian Trade Commission (Austrade),Sydney NSW,"You will be responsible for data analysis, data quality checks and providing data advice to ensure reliable, trustworthy scalable data is made available within…", 114031
Data Analyst COVID 19,Health System Support Group,Sydney NSW,"Liaise with data providers & subject matter experts to ensure correct translation between source data and stored data.
Prepare data for state-wide reporting.", 100090
Data Analyst - Australian Data,ANZ Banking Group,Australia,"Strong ability to translate data insights into practical business recommendations.
Address and solve complex business issues using large amounts of data.",104069.04
Data Analyst - Sydney CBD,Johnathan Thurston Academy,Sydney NSW,"Experience as a data analyst or related field – BI/Business Analysis.
Assist in the normalisation and development of data assets, including developing cleansing…",104069.04
"Customer Data Analyst, Australia",OakNorth Bank,Sydney NSW,"A CA is responsible for working with client bank analysts to understand their processes and requirements for credit decisions, portfolio monitoring and data…",104069.04
Data Analyst - Customer Growth,Flexigroup,Sydney NSW,"Ability to interpret new data sources and extraction/manipulation of large data sets to perform analytics.
Should have a deep understanding of Enterprise Data…",104069.04
"Data Analyst – Economic Analysis Department, RBA",Reserve Bank of Australia,Sydney NSW,On top of that you will update data in the various data repositories (databases and spreadsheets) in a timely and accurate manner.,104069.04
Data Analyst,PKF Australia,Sydney NSW,"We are currently seeking a data analyst to join our growing team in Newcastle or Sydney, NSW.
Experience in predictive analytics techniques and data modelling.",104069.04
Senior Data Analyst,SBS,Sydney NSW,"Strong proficiency in data warehousing and data modelling concepts.
Contributed to a shared understanding of data analytics methodologies and liaise with…",104069.04
Data & Reporting Analyst,Westpac Group,Parramatta NSW,"Experience in using and building data models Teradata is highly recommended.
A previous experience in creation of data models from scratch and documentation of…",104069.04
Migration Analyst,Programmed,Australia,"Assist in the resolution of data quality issues and discrepancies in data between legacy systems and source agreements.
Must have experience using Loan IQ.",104069.04
Reconciliations Analyst,Zip,Australia,"We use technology and data to deliver simple, fast and fair payments to empower customers to own what they want.
What are we looking for?",104069.04
Software/Data Engineer,Tardis Group,Australia,The position will form part of our established data services team and involve assisting our customer base in project delivery and production support of business…, 100000
ASD 5 - Security Audit Analyst and Reporter,Australian Government Department of Defence,Australia,"Ability to work with and translate technical data sets.
Adopting an analytical approach across various data sets to understand security risks.", 78873
Reconciliations Analyst,Zip,Australia,"We use technology and data to deliver simple, fast and fair payments to empower customers to own what they want.
What are we looking for?",104069.04
Data & Visualisation Analyst,HSBC,Sydney NSW,"Interrogation of complex and disparate data sources.
Development of efficient and effective automated data processes.
Some careers have more impact than others.",104069.04
Data Analyst,Showpo,Remote,"Identify gaps in our data, and work with the Dev team to integrate necessary data into our data warehouse.
Utilise data sources to make forecasts / predictions.",104069.04
Data Analyst,Invoice2go,Sydney NSW,"Build and maintain metrics dashboard using a data visualization tool.
We are looking for curious and enthusiastic analysts who can thrive in a constantly…", 80000
Data & Reporting Analyst,Yarra Valley Water,Mitcham VIC,"Demonstrated knowledge of and experience with the principles and practices of reporting and data analysis, including data quality analysis, data visualisation,…",104069.04
Data Analyst,The Royal Australasian College of Physicians,Sydney Central Business District NSW,"Document future data requirements and data related business rules.
Demonstrated experience in data analysis across multi systems projects; experience in…",104069.04
Data Analyst,Lendlease,Sydney Central Business District NSW,"Experience as a data analyst or related field – BI/Business Analysis.
Assist in the normalisation and development of data assets, including developing cleansing…",104069.04
APS Level 4 - Data Analyst,Australian Government - Department of Health,Research VIC,As a Data Analyst within the Analytics Projects and Futures Section you will have the opportunity to contribute to the development of innovative ideas to tackle…,104069.04
Expressions of Interest- Forensic Advisory,KPMG,Sydney NSW,"Manipulating data into meaningful formats, reports and statistics;
Analysis of financial crime compliance policies, procedures and data.",104069.04
"Senior Data Analyst, Data Analytics & Robotics",Optus,Sydney NSW,"Performing more complex data analytic work.
Excellent decision-making skills underpinned by a strong data science foundation.",104069.04
"Senior Analyst, Data Governance",Macquarie Group Limited,Sydney NSW,"Identifying potential data risks and issues and assessing them against their mitigating controls.
Understanding and documenting end-to-end data flows and system…",104069.04
Senior/Compliance Analysts x 3 - Retail Banking,Robert Half,Australia,Apply data analytics and technology solutions in a compliance framework and enhance compliance within the business more broadly.,104069.04
Youth Protection Data Analyst,Chandler Macleod,Australia,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",104069.04
Entry Level Intelligence Analyst (Full Training Provided),Royal Australian Navy,Australia,"A role as an Entry Level Intelligence Analyst (known in the Navy as Cryptologic Linguist) is exciting, challenging and immensely rewarding.", 89999
Data Analyst,The Royal Australasian College of Physicians,Sydney Central Business District NSW,"Document future data requirements and data related business rules.
Demonstrated experience in data analysis across multi systems projects; experience in…",104069.04
Data Analyst,Lendlease,Sydney Central Business District NSW,"Experience as a data analyst or related field – BI/Business Analysis.
Assist in the normalisation and development of data assets, including developing cleansing…",104069.04
APS Level 4 - Data Analyst,Australian Government - Department of Health,Research VIC,As a Data Analyst within the Analytics Projects and Futures Section you will have the opportunity to contribute to the development of innovative ideas to tackle…,104069.04
Expressions of Interest- Forensic Advisory,KPMG,Sydney NSW,"Manipulating data into meaningful formats, reports and statistics;
Analysis of financial crime compliance policies, procedures and data.",104069.04
"Senior Data Analyst, Data Analytics & Robotics",Optus,Sydney NSW,"Performing more complex data analytic work.
Excellent decision-making skills underpinned by a strong data science foundation.",104069.04
"Senior Analyst, Data Governance",Macquarie Group Limited,Sydney NSW,"Identifying potential data risks and issues and assessing them against their mitigating controls.
Understanding and documenting end-to-end data flows and system…",104069.04
Analyst Programmer,University of Wollongong,Wollongong NSW,AHSRI is home to a team of software developers and IT specialists who participate in multi-disciplinary teams to support the AHSRI research programme by…, 96811
Inventory Analyst,Fisher & Paykel Appliances,Sydney NSW,This opportunity is best suited to a data driven Inventory Analyst who will be a strong cross functional ambassador across the organisation.,104069.04
Pricing Analyst,Origin Energy Services Ltd,Barangaroo NSW,"Join a highly engaged team of professionals in the Energy sector.
Provide analysis and reporting to capture value in the existing portfolio.",104069.04
"Analyst, Data Management & Quantitative Analysis",BNY Mellon,Sydney NSW,There may also be the possibility of reviewing other reporting analysts outputs and being involved in deal QA testing.,104069.04
Specialist Data Analyst,BHP,Queensland,"Expert knowledge and experience with various data platforms, programming languages (such as R or Python) and technology used in data analysis, analytics and…",104069.04
Data Business Analyst - Max term opportunity,Macquarie Group Limited,Sydney NSW,"Over three years of experience in data and/or technical business analyst roles.
Analyse existing data sources including the enterprise data warehouse to…",104069.04
Business Intelligence Analyst,Mars,Australia,"Experience with data visualization PowerBI or Tableau preferred.
Working on an a brand new global project, this 18-month maximum term contract will give you the…",104069.04
Economic Analyst,REA Group,Sydney NSW,"Experience working with property data.
Access unparalleled property and behavioural data.
Collaborate with product, design, data science and economics teams to…",104069.04
Data Analyst RBS Customer Remediation,Commonwealth Bank,Sydney Central Business District NSW,"Provide data expertise in support of Remediation activities which will include information gathering, data analysis, design and building of data models.",104069.04
Entry Level Intelligence Analyst (Full Training Provided),Royal Australian Navy,Australia,"A role as an Entry Level Intelligence Analyst (known in the Navy as Cryptologic Linguist) is exciting, challenging and immensely rewarding.", 89999
GIS Analyst,CGC Recruitment,Australia,"Demonstrated GIS skills and experience in management of spatial data.
Must have prior experience using ArcGIS and ability to manage spatial data.",104069.04
Reporting analyst – Power BI,Macquarie Group,Australia,"Highly proficient in data preparation and integration.
You will play a key role in connecting to a variety of data sources and creating insights from data to…",104069.04
Analyst Programmer,University of Wollongong,Wollongong NSW,AHSRI is home to a team of software developers and IT specialists who participate in multi-disciplinary teams to support the AHSRI research programme by…, 96811
Inventory Analyst,Fisher & Paykel Appliances,Sydney NSW,This opportunity is best suited to a data driven Inventory Analyst who will be a strong cross functional ambassador across the organisation.,104069.04
Pricing Analyst,Origin Energy Services Ltd,Barangaroo NSW,"Join a highly engaged team of professionals in the Energy sector.
Provide analysis and reporting to capture value in the existing portfolio.",104069.04
"Analyst, Data Management & Quantitative Analysis",BNY Mellon,Sydney NSW,There may also be the possibility of reviewing other reporting analysts outputs and being involved in deal QA testing.,104069.04
Specialist Data Analyst,BHP,Queensland,"Expert knowledge and experience with various data platforms, programming languages (such as R or Python) and technology used in data analysis, analytics and…",104069.04
Data Business Analyst - Max term opportunity,Macquarie Group Limited,Sydney NSW,"Over three years of experience in data and/or technical business analyst roles.
Analyse existing data sources including the enterprise data warehouse to…",104069.04
Business Intelligence Analyst,Mars,Australia,"Experience with data visualization PowerBI or Tableau preferred.
Working on an a brand new global project, this 18-month maximum term contract will give you the…",104069.04
Economic Analyst,REA Group,Sydney NSW,"Experience working with property data.
Access unparalleled property and behavioural data.
Collaborate with product, design, data science and economics teams to…",104069.04
Data Analyst RBS Customer Remediation,Commonwealth Bank,Sydney Central Business District NSW,"Provide data expertise in support of Remediation activities which will include information gathering, data analysis, design and building of data models.",104069.04
Data and Reporting Analyst,Leidos,Kingston ACT,"Ensuring data quality and integrity.
As a member of the Performance and Reporting team, you will play the important role of analysing various data sources,…",104069.04
Data Business Analyst,Macquarie Group,Australia,"Extensive, hands-on data analysis experience – including a thorough appreciation of how data flows through systems, relationships between data, and data…",104069.04
Performance Director,Easy Payroll Global,Australia,"Our Client, Noble Five are a unique team of advertising specialists, solution architects, data analysts, web engineers, and strategic marketers.", 120000
Revenue Strategy Insights Analyst,PepsiCo - ANZ,Australia,"Experience using data / analytics to drive results-based solutions.
Create models and automate data collection to inform plans and update strategy.",104069.04
Entry Level Intelligence Analyst (Full Training Provided),Royal Australian Navy,Australia,"A role as an Entry Level Intelligence Analyst (known in the Navy as Cryptologic Linguist) is exciting, challenging and immensely rewarding.", 89999
Data Scientist,Macquarie Group,Australia,"Sourcing and identifying relevant data sources, cleaning and preparing data.
Defining and providing requirements to data engineers in order to automate data.",104069.04
Senior/Compliance Analysts x 3 - Retail Banking,Robert Half,Australia,Apply data analytics and technology solutions in a compliance framework and enhance compliance within the business more broadly.,104069.04
Analyst Programmer,University of Wollongong,Wollongong NSW,AHSRI is home to a team of software developers and IT specialists who participate in multi-disciplinary teams to support the AHSRI research programme by…, 96811
Inventory Analyst,Fisher & Paykel Appliances,Sydney NSW,This opportunity is best suited to a data driven Inventory Analyst who will be a strong cross functional ambassador across the organisation.,104069.04
Pricing Analyst,Origin Energy Services Ltd,Barangaroo NSW,"Join a highly engaged team of professionals in the Energy sector.
Provide analysis and reporting to capture value in the existing portfolio.",104069.04
"Analyst, Data Management & Quantitative Analysis",BNY Mellon,Sydney NSW,There may also be the possibility of reviewing other reporting analysts outputs and being involved in deal QA testing.,104069.04
Specialist Data Analyst,BHP,Queensland,"Expert knowledge and experience with various data platforms, programming languages (such as R or Python) and technology used in data analysis, analytics and…",104069.04
Data Business Analyst - Max term opportunity,Macquarie Group Limited,Sydney NSW,"Over three years of experience in data and/or technical business analyst roles.
Analyse existing data sources including the enterprise data warehouse to…",104069.04
Business Intelligence Analyst,Mars,Australia,"Experience with data visualization PowerBI or Tableau preferred.
Working on an a brand new global project, this 18-month maximum term contract will give you the…",104069.04
Economic Analyst,REA Group,Sydney NSW,"Experience working with property data.
Access unparalleled property and behavioural data.
Collaborate with product, design, data science and economics teams to…",104069.04
Data Analyst RBS Customer Remediation,Commonwealth Bank,Sydney Central Business District NSW,"Provide data expertise in support of Remediation activities which will include information gathering, data analysis, design and building of data models.",104069.04
Data and Reporting Analyst,Leidos,Kingston ACT,"Ensuring data quality and integrity.
As a member of the Performance and Reporting team, you will play the important role of analysing various data sources,…",104069.04
