title,company,location,summary,salary
Data Analyst - Health Economics and Data Analysis,Curtin University of Technology,Perth WA,"Application of technical skills to real-world big data sets; with the ability to automate routine data processing activities.
In this role you will:",115926.1
Data Scientist,Bluefin Resources,Sydney NSW,"Build a deep understanding of the relevant data & systems landscape & optimise the data extraction processes.
12 month Fixed Term Contract.",115926.1
Data Scientist,Discovery Parks,Adelaide SA,Identify and develop the capability to track detailed competitor data and leverage existing internal data to inform smart customer lead decision making.,115926.1
Data Scientist,The Network IT,Canberra ACT,"Remote sensing principles and experience (remotely sensed data).
Experienced in development and using Machine Learning models in a Big/Large data environment.",115926.1
CarTrack SG - Data Scientist/Engineer (NLP and Chatbot),TechSkills Accelerator,Australia,"Constructing solution concepts from insights using familiar or unfamiliar data sources or complete or partial data.
Data Scientist/Engineer (NLP and Chatbot).",115926.1
Cartrack SG - Data Scientist (Maintenance),TechSkills Accelerator,Australia,"Develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning,…",115926.1
Cartrack SG - Data Scientist/Engineer (Routing),TechSkills Accelerator,Australia,"Deep dive into big data to conduct advanced data science models to predict certain metrics such as ETA.
Constructing solution concepts from insights using…",115926.1
Envision Digital SG - Data Scientist,TechSkills Accelerator,Australia,"Perform data exploration in depth and design/implement novel algorithms to address data analytical challenges;
Experience with SQL/NoSQL databases.",115926.1
Data Scientist,Sherpa,Australia,"Research and develop statistical learning models for data analysis.
Strong data analysis skills & Presentation skills making the complex simple.",115926.1
Data & Analytics Specialist,Roche,Sydney NSW,"We are a global team of data scientists, data engineers and data analysts.
Bridges the gap between business and data scientists by describing business…",115926.1
"APS 5, APS 6 (Multiple Classifications) - Data Analyst, Data Scientist – Analytics and Reporting",Australian Government Department of Defence,Canberra ACT,"Identifying connections between systems and data (mainly structured data sets) and working on new ways to simplify, automate and standardise key financial…", 92150
Data Scientist,TabCorp Holdings,Sydney NSW,A proven track record of delivering data science solutions into production that have delivered significant business/financial value.,115926.1
Lazada SG - Data Scientist,TechSkills Accelerator,Australia,"Solid theoretical foundations and industry experiences in machine learning, personalized search & recommendation, user/seller behaviour modelling, sales…",115926.1
Junior Data Scientist,Correlate Resources,Sydney NSW,"Managing, manipulating and automating production of complex data sets in a true big data environment leveraging skills in Hadoop, Spark, Scala, R, Python and…",115926.1
Data Analyst - Health Economics and Data Analysis,Curtin University of Technology,Perth WA,"Application of technical skills to real-world big data sets; with the ability to automate routine data processing activities.
In this role you will:",115926.1
Data Scientist,Bluefin Resources,Sydney NSW,"Build a deep understanding of the relevant data & systems landscape & optimise the data extraction processes.
12 month Fixed Term Contract.",115926.1
Data Scientist,Discovery Parks,Adelaide SA,Identify and develop the capability to track detailed competitor data and leverage existing internal data to inform smart customer lead decision making.,115926.1
Data Scientist,The Network IT,Canberra ACT,"Remote sensing principles and experience (remotely sensed data).
Experienced in development and using Machine Learning models in a Big/Large data environment.",115926.1
CarTrack SG - Data Scientist/Engineer (NLP and Chatbot),TechSkills Accelerator,Australia,"Constructing solution concepts from insights using familiar or unfamiliar data sources or complete or partial data.
Data Scientist/Engineer (NLP and Chatbot).",115926.1
Cartrack SG - Data Scientist (Maintenance),TechSkills Accelerator,Australia,"Develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning,…",115926.1
Cartrack SG - Data Scientist/Engineer (Routing),TechSkills Accelerator,Australia,"Deep dive into big data to conduct advanced data science models to predict certain metrics such as ETA.
Constructing solution concepts from insights using…",115926.1
Envision Digital SG - Data Scientist,TechSkills Accelerator,Australia,"Perform data exploration in depth and design/implement novel algorithms to address data analytical challenges;
Experience with SQL/NoSQL databases.",115926.1
"IBM Research/Data Scientist - Health AI, Image Analytics",IBM,Melbourne VIC,"Extensive knowledge and at least two years hands-on experience of computer vision, machine learning and deep learning for analysing multimodal data, in…",115926.1
Envision Digital SG - Data Scientist,TechSkills Accelerator,Australia,"Perform data exploration in depth and design/implement novel algorithms to address data analytical challenges;
Experience with SQL/NoSQL databases.",115926.1
"IBM Research/Data Scientist - Health AI, Image Analytics",IBM,Melbourne VIC,"Extensive knowledge and at least two years hands-on experience of computer vision, machine learning and deep learning for analysing multimodal data, in…",115926.1
Cartrack - Data Scientist/Engineer (Driver Behaviour),TechSkills Accelerator,Australia,"Develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning,…",115926.1
Machine Learning Engineer,Accenture,Sydney NSW,"Data Strategy - background in data, analytics or AI strategy in particular building operating model, maturity assessments, data governance or data assessments.",115926.1
Amaris.AI SG - Senior Data Scientist (Image Processing),TechSkills Accelerator,Australia,"Your primary focus is to oversee activities of junior data scientists, build products or deliver projects using cutting edge technology.",115926.1
Botanist,Department of Agriculture & Water Resources,Australia,"Analyses of field data for scientific reporting.
Demonstrated ability to analyse data, prepare scientific reports and effectively communicate project work.", 93670
Senior Data Analyst/Scientist,International Institute of Data & Analytics,Sydney NSW,"Lead and mentor junior data analysts/scientists in a closely collaborative data science project team.
In data science and big data analytics, the IDA creates…",115926.1
Data Scientist,ME Bank,Melbourne VIC,"With an outstanding data-based problem-solving skill set, you’re a champion at being able to analyse and design data science processes.",115926.1
Shopee SG - Data Engineer - Processing & Analysis,TechSkills Accelerator,Australia,"Translate data requirements into scalable technical data service with low latency and high concurrency.
Design,build and maintain the batch or real time data…",115926.1
Manager – Data & Personalisation Engineer,Vodafone,North Sydney NSW,Build the infrastructure required for optimal ETL of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.,115926.1
Data Scientist,Talenza,Sydney NSW,"Talenza has been engaged by one of our ASX Top 50 clients,in their search for a talented Data Scientist to join a collaborative and high achieving A.",115926.1
Cartrack SG - Data Scientist (Computer Vision and Deep Learning),TechSkills Accelerator,Australia,"Constructing solution concepts from insights using familiar or unfamiliar data sources or complete or partial data.
Get to know the role:",115926.1
Data Scientist,Eliiza,Melbourne VIC,"We're growing our data science capabilities and are looking for a data scientist to join our Eliiza team in Melbourne.
We produce the AI Australia podcast.",115926.1
Environmental Scientist,Department of Primary Industry and Resources,Darwin NT,"Evaluate reports and data relating to mining activities applying specialist knowledge in water chemistry, waste rock.
Territory Mining Management Act 2001 .",115926.1
Computational Biologist/Bioinformatician - Exceptional Responders Study,The Garvan Institute of Medical Research,Sydney NSW,"Experience analysing cancer genomic data.
Experience working with next-generation sequencing data.
Analysing multi-omic data collected from exceptional…",115926.1
Cartrack - Data Scientist/Engineer (Driver Behaviour),TechSkills Accelerator,Australia,"Develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning,…",115926.1
Machine Learning Engineer,Accenture,Sydney NSW,"Data Strategy - background in data, analytics or AI strategy in particular building operating model, maturity assessments, data governance or data assessments.",115926.1
Amaris.AI SG - Senior Data Scientist (Image Processing),TechSkills Accelerator,Australia,"Your primary focus is to oversee activities of junior data scientists, build products or deliver projects using cutting edge technology.",115926.1
Botanist,Department of Agriculture & Water Resources,Australia,"Analyses of field data for scientific reporting.
Demonstrated ability to analyse data, prepare scientific reports and effectively communicate project work.", 93670
Senior Data Analyst/Scientist,International Institute of Data & Analytics,Sydney NSW,"Lead and mentor junior data analysts/scientists in a closely collaborative data science project team.
In data science and big data analytics, the IDA creates…",115926.1
Data Scientist,ME Bank,Melbourne VIC,"With an outstanding data-based problem-solving skill set, you’re a champion at being able to analyse and design data science processes.",115926.1
Shopee SG - Data Engineer - Processing & Analysis,TechSkills Accelerator,Australia,"Translate data requirements into scalable technical data service with low latency and high concurrency.
Design,build and maintain the batch or real time data…",115926.1
Manager – Data & Personalisation Engineer,Vodafone,North Sydney NSW,Build the infrastructure required for optimal ETL of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.,115926.1
Data Scientist,Talenza,Sydney NSW,"Talenza has been engaged by one of our ASX Top 50 clients,in their search for a talented Data Scientist to join a collaborative and high achieving A.",115926.1
Cartrack SG - Data Scientist (Computer Vision and Deep Learning),TechSkills Accelerator,Australia,"Constructing solution concepts from insights using familiar or unfamiliar data sources or complete or partial data.
Get to know the role:",115926.1
Data Scientist,Eliiza,Melbourne VIC,"We're growing our data science capabilities and are looking for a data scientist to join our Eliiza team in Melbourne.
We produce the AI Australia podcast.",115926.1
Environmental Scientist,Department of Primary Industry and Resources,Darwin NT,"Evaluate reports and data relating to mining activities applying specialist knowledge in water chemistry, waste rock.
Territory Mining Management Act 2001 .",115926.1
Computational Biologist/Bioinformatician - Exceptional Responders Study,The Garvan Institute of Medical Research,Sydney NSW,"Experience analysing cancer genomic data.
Experience working with next-generation sequencing data.
Analysing multi-omic data collected from exceptional…",115926.1
Data Scientist - Machine Learning/ Computer Vision / NLP,Oracle,Melbourne VIC,"If you are looking for an exciting new opportunity as a data scientist to help solve difficult problems, be creative, create success for customers, and engage…",115926.1
Amaris.AI SG - Senior Data Scientist (Natural Language Processing),TechSkills Accelerator,Australia,"Experience working with text-related databases, datasets, big data, data mining or exacttransfer-load of streaming data.",115926.1
Data Scientist - Machine Learning/ Computer Vision / NLP,Oracle,Melbourne VIC,"If you are looking for an exciting new opportunity as a data scientist to help solve difficult problems, be creative, create success for customers, and engage…",115926.1
Amaris.AI SG - Senior Data Scientist (Natural Language Processing),TechSkills Accelerator,Australia,"Experience working with text-related databases, datasets, big data, data mining or exacttransfer-load of streaming data.",115926.1
RESEARCH DIETITIAN,University of Melbourne,Australia,"Analytical and conceptual skills to analyse and interpret scientific data.
They will also be involved in all aspects of the study, including diet analysis, data…", 99964
Data Engineer,AbbVie,Sydney NSW,"In this role, you will be working primarily with data scientists and analysts across functional disciplines.
Strong understanding of distributed data processing…",115926.1
Earth Observation Data Scientist,Peoplebank,Canberra ACT,Knowledge of remote sensing principles and experience in working with remotely sensed data and image processing software including workflow development and…,115926.1
Data Scientist,Equifax,Melbourne VIC,"Collaborate and learn from some of the best data minds in Australia who are passionate about all things data and analytics.
What's in it for you?",115926.1
Bioinformatics Research Officer,The Garvan Institute of Medical Research,Sydney NSW,The project is also generating substantial cohort data and bioinformatics skills are required in various projects to analyse these data.,115926.1
Data Scientist,flybuys,Melbourne VIC,"Analytical expertise - contribute to the development/evolution of the analytics and data science strategy.
Analytics professional with a proven track record …",115926.1
Principal Statistical Analyst,Department of Education,Sydney NSW,"CESE is Australia’s first dedicated hub of education data and evaluation.
Collect essential education data and provide a one-stop shop for information needs.",115926.1
Director - Program Evaluation,Kantar TNS,Sydney NSW,"Kantar is the world’s leading data, insights and consulting company.
With offices in six states and a team which includes behavioural scientists, specialised…",115926.1
IMDA - Data Scientist,TechSkills Accelerator,Australia,At least 2 years of experience in quantitative data analytic or machine learning model development for cybersecurity or network infrastructure use cases using…,115926.1
Expression of Interest - Computational Biologists/ Statistical Geneticists,The Garvan Institute of Medical Research,Sydney NSW,Direct experience in performing quality control and analysis of genomic data sets or other complex data types.,115926.1
"Data Scientist - Data Analytics, Predictive Elasticity Data Scientist Consultant",Infinity Pro,Parramatta NSW,"Detailed, recent & local hands on experience as a senior data scientist delivering insight within large organizations in complex data environment.",115926.1
Team Experience Research Analyst,Woolworths Group,Bella Vista NSW,"Integrating team experience data with other data sources to provide a holistic view of team and customer experiences.
A great place to grow.",115926.1
PHD ASSOCIATE (ECONOMIC CONSULTING) – SYDNEY,Chi Square Economics,Sydney NSW,A top-tier consultancy with offices across Europe is searching for a technical economist or data scientist to join its growing economics advisory and disputes…,115926.1
Amaris.AI SG - Senior Data Scientist (Natural Language Processing),TechSkills Accelerator,Australia,"Experience working with text-related databases, datasets, big data, data mining or exacttransfer-load of streaming data.",115926.1
RESEARCH DIETITIAN,University of Melbourne,Australia,"Analytical and conceptual skills to analyse and interpret scientific data.
They will also be involved in all aspects of the study, including diet analysis, data…", 99964
Data Engineer,AbbVie,Sydney NSW,"In this role, you will be working primarily with data scientists and analysts across functional disciplines.
Strong understanding of distributed data processing…",115926.1
Earth Observation Data Scientist,Peoplebank,Canberra ACT,Knowledge of remote sensing principles and experience in working with remotely sensed data and image processing software including workflow development and…,115926.1
Data Scientist,Equifax,Melbourne VIC,"Collaborate and learn from some of the best data minds in Australia who are passionate about all things data and analytics.
What's in it for you?",115926.1
Bioinformatics Research Officer,The Garvan Institute of Medical Research,Sydney NSW,The project is also generating substantial cohort data and bioinformatics skills are required in various projects to analyse these data.,115926.1
Data Scientist,flybuys,Melbourne VIC,"Analytical expertise - contribute to the development/evolution of the analytics and data science strategy.
Analytics professional with a proven track record …",115926.1
Principal Statistical Analyst,Department of Education,Sydney NSW,"CESE is Australia’s first dedicated hub of education data and evaluation.
Collect essential education data and provide a one-stop shop for information needs.",115926.1
Director - Program Evaluation,Kantar TNS,Sydney NSW,"Kantar is the world’s leading data, insights and consulting company.
With offices in six states and a team which includes behavioural scientists, specialised…",115926.1
IMDA - Data Scientist,TechSkills Accelerator,Australia,At least 2 years of experience in quantitative data analytic or machine learning model development for cybersecurity or network infrastructure use cases using…,115926.1
Expression of Interest - Computational Biologists/ Statistical Geneticists,The Garvan Institute of Medical Research,Sydney NSW,Direct experience in performing quality control and analysis of genomic data sets or other complex data types.,115926.1
"Data Scientist - Data Analytics, Predictive Elasticity Data Scientist Consultant",Infinity Pro,Parramatta NSW,"Detailed, recent & local hands on experience as a senior data scientist delivering insight within large organizations in complex data environment.",115926.1
Team Experience Research Analyst,Woolworths Group,Bella Vista NSW,"Integrating team experience data with other data sources to provide a holistic view of team and customer experiences.
A great place to grow.",115926.1
PHD ASSOCIATE (ECONOMIC CONSULTING) – SYDNEY,Chi Square Economics,Sydney NSW,A top-tier consultancy with offices across Europe is searching for a technical economist or data scientist to join its growing economics advisory and disputes…,115926.1
Data Engineer (NLP),Faethm,Sydney NSW,A broad understanding of the numerous technologies and methods used by data scientists and engineers to deliver production-grade data science outcomes.,115926.1
PHD ASSOCIATE (ECONOMIC CONSULTING) – SYDNEY,Chi Square Economics,Sydney NSW,A top-tier consultancy with offices across Europe is searching for a technical economist or data scientist to join its growing economics advisory and disputes…,115926.1
Data Engineer (NLP),Faethm,Sydney NSW,A broad understanding of the numerous technologies and methods used by data scientists and engineers to deliver production-grade data science outcomes.,115926.1
Tencent SG - Senior Data Scientists,TechSkills Accelerator,Australia,"Run A/B experiments, gather data, and perform statistical analysis.
Build machine learning models and utilize data analysis to deliver scalable solutions to…",115926.1
Data Scientist | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",115926.1
Senior Data Engineer,Prospa,Darlinghurst NSW,"You will extend and optimize our data pipelines, data lake, and data warehouse.
Your work will ensure our data pipelines are running efficiently, our enterprise…",115926.1
Data Scientist,Michael Page,Perth WA,"Make your mark on a young data function.
Adept at working with structured and unstructured data.
The business has data engineers but this will be the first.",115926.1
"Global Investment Research,Equity Research,Consumer Sector, Analyst, Sydney",Goldman Sachs,Sydney NSW,"Conducting statistical analysis of economic data, fundamentals, and relevant correlations of the data.
Analyzing market share, macro trend, and cross company…",115926.1
Research Assistant/Research Officer (Post-Doctoral Scientist) – Centre for Targeted Therapy,The Garvan Institute of Medical Research,Sydney NSW,Completion of measurable outputs such as successful generation of data packages to external partners resulting in downstream Garvan income and clinical…,115926.1
Data Scientist,GMT People,Canberra ACT,"Open Data Cube; and large data.
Remote sensing principles and working with remotely sensed data and image processing software.
Contract to 30 June 2021.",115926.1
Head of Data Analytics and Insights,MYOB,Richmond VIC,"Bring a strong business sense with the ability to engage with and influence Executive Leadership teams in order to drive alignment on the data strategy, whilst…",115926.1
Big Data Engineer,Fractal.ai,Sydney NSW,"Design and build data assets by integrating data from various internal and external sources.
At least 3 years' experience as a Data Engineer / Big Data…",115926.1
Data Scientist,Adaps,Sydney NSW,"Demonstrate a strong proficiency in Excel, PowerPoint and SharePoint.
Strong organisation, attention to detail and an inquisitive mind are essential.",115926.1
Research Scientist - Health AI Postdoc FTH 24 Months Melbourne,IBM,Melbourne VIC,"Knowledge of using machine learning/deep learning for analysing of imaging and/or textual data.
From landing the first astronauts on the moon to building the…",115926.1
Data Scientist,Peoplebank,Canberra ACT,"Modelling data and data tables to run efficient data queries.
Preparing training data and testing data for machine learning algorithms.",115926.1
Environmental Scientist/ Engineer,GHD,Perth WA,"Supporting the delivery of quality field investigations, data management, risk assessments and reporting.
As a member of a busy Environmental Services group in…",115926.1
PHD ASSOCIATE (ECONOMIC CONSULTING) – SYDNEY,Chi Square Economics,Sydney NSW,A top-tier consultancy with offices across Europe is searching for a technical economist or data scientist to join its growing economics advisory and disputes…,115926.1
Data Engineer (NLP),Faethm,Sydney NSW,A broad understanding of the numerous technologies and methods used by data scientists and engineers to deliver production-grade data science outcomes.,115926.1
Tencent SG - Senior Data Scientists,TechSkills Accelerator,Australia,"Run A/B experiments, gather data, and perform statistical analysis.
Build machine learning models and utilize data analysis to deliver scalable solutions to…",115926.1
Data Scientist | Data and Analytics,EY,Canberra ACT,"We go beyond strategy, and provide end to end implementation of real-life data environments and have some of the best architects, project managers, business…",115926.1
Senior Data Engineer,Prospa,Darlinghurst NSW,"You will extend and optimize our data pipelines, data lake, and data warehouse.
Your work will ensure our data pipelines are running efficiently, our enterprise…",115926.1
Data Scientist,Michael Page,Perth WA,"Make your mark on a young data function.
Adept at working with structured and unstructured data.
The business has data engineers but this will be the first.",115926.1
"Global Investment Research,Equity Research,Consumer Sector, Analyst, Sydney",Goldman Sachs,Sydney NSW,"Conducting statistical analysis of economic data, fundamentals, and relevant correlations of the data.
Analyzing market share, macro trend, and cross company…",115926.1
Research Assistant/Research Officer (Post-Doctoral Scientist) – Centre for Targeted Therapy,The Garvan Institute of Medical Research,Sydney NSW,Completion of measurable outputs such as successful generation of data packages to external partners resulting in downstream Garvan income and clinical…,115926.1
Data Scientist,GMT People,Canberra ACT,"Open Data Cube; and large data.
Remote sensing principles and working with remotely sensed data and image processing software.
Contract to 30 June 2021.",115926.1
Head of Data Analytics and Insights,MYOB,Richmond VIC,"Bring a strong business sense with the ability to engage with and influence Executive Leadership teams in order to drive alignment on the data strategy, whilst…",115926.1
Big Data Engineer,Fractal.ai,Sydney NSW,"Design and build data assets by integrating data from various internal and external sources.
At least 3 years' experience as a Data Engineer / Big Data…",115926.1
Data Scientist,Adaps,Sydney NSW,"Demonstrate a strong proficiency in Excel, PowerPoint and SharePoint.
Strong organisation, attention to detail and an inquisitive mind are essential.",115926.1
Research Scientist - Health AI Postdoc FTH 24 Months Melbourne,IBM,Melbourne VIC,"Knowledge of using machine learning/deep learning for analysing of imaging and/or textual data.
From landing the first astronauts on the moon to building the…",115926.1
Data Scientist,Peoplebank,Canberra ACT,"Modelling data and data tables to run efficient data queries.
Preparing training data and testing data for machine learning algorithms.",115926.1
Environmental Scientist/ Engineer,GHD,Perth WA,"Supporting the delivery of quality field investigations, data management, risk assessments and reporting.
As a member of a busy Environmental Services group in…",115926.1
Bioinformatician - The Garvan Weizmann Centre for Cellular Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Analysis of data generated for research within the GWCCG labs, by collaborators or in the public domain, method development and testing and writing computer…",115926.1
Supervising Scientist,NSW Health Pathology,Riverina NSW,"Our network of pathologists are supported by scientists, technicians and support staff who quickly and accurately assess samples so clinical teams can make the…", 106390
Senior Manager - Data Science,Capgemini Australia,Sydney NSW,"You have 5+ years experience in a data scientist type role working with multifunction teams.
You will have a proven record of growing client relationships…",115926.1
Senior Data Scientist,Preacta Recruitment,Sydney NSW,"My client is a tech-driven financial business working towards expanding their data capability by investing heavily to ensure they use their data in the best,…", 140000
Botanist,Australian Department of the Environment,Darwin NT,"Analyses of field data for scientific reporting.
Demonstrated ability to analyse data, prepare scientific reports and effectively communicate project work.", 93670
Data Scientist,Finite IT,Adelaide SA,"Strong background in data science, analytics or data engineering.
3 plus years of experience in data analytics.
Solid communication skills – written and verbal.", 130000
Investment Trader,Clemenger Group,Sydney NSW,"We're fortunate to have some excellent data scientists working with us helping to build the latest and greatest in models.
We use the Google Tech Stack.",115926.1
Research Scientist/Senior Research Scientist in Systems,CSIRO,Sydney NSW,"Join CSIRO’s Data61, the largest data innovation group in Australia.
CSIRO’s Data61 business unit is the largest data innovation group in Australia, bringing…", 106000
Market Research Analyst,JLL,Canberra ACT,"Tracking a range of property data that will cover office, retail and industrial sectors including vacancy, construction and sales and leasing,.",115926.1
Environmental Scientist /Engineer- Contaminated Sites,GHD,Perth WA,"Delivering high quality field investigations, data management and technical reporting in a high performing team environment.
What you will bring to the team.",115926.1
Bioinformatician – The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Experience working with next-generation sequencing data.
Seek out genomics datasets from across Garvan and establish a catalogue with clinical information as…",115926.1
Senior Data Scientist,TheDriveGroup,Sydney NSW,"You will be joining a passionate team of high-performance big data engineers, data scientists, product managers, and software engineers giving you the…",115926.1
Research Coordinator - Genomic Medicine,The Garvan Institute of Medical Research,Sydney NSW,"Collect clinical data and perform data entry.
Ensure data security is maintained to protect patient records, both physically and electronically.",115926.1
Staff Data Engineer,Culture Amp,Melbourne VIC,"Collaborate with data scientists to automate training and deployment of machine learning models.
Design and implement a secure data access architecture,…",115926.1
Data Science Lead,ED - Group Support Functions,Sydney NSW,"Work as part of a collaborative and close knit team.
Work on brand new, high profile projects.
Endeavour X has ambitious goals to reach it’s journey to…",115926.1
Bioinformatician - The Garvan Weizmann Centre for Cellular Genomics,The Garvan Institute of Medical Research,Sydney NSW,"Analysis of data generated for research within the GWCCG labs, by collaborators or in the public domain, method development and testing and writing computer…",115926.1
Supervising Scientist,NSW Health Pathology,Riverina NSW,"Our network of pathologists are supported by scientists, technicians and support staff who quickly and accurately assess samples so clinical teams can make the…", 106390
Senior Manager - Data Science,Capgemini Australia,Sydney NSW,"You have 5+ years experience in a data scientist type role working with multifunction teams.
You will have a proven record of growing client relationships…",115926.1
Senior Data Scientist,Preacta Recruitment,Sydney NSW,"My client is a tech-driven financial business working towards expanding their data capability by investing heavily to ensure they use their data in the best,…", 140000
Botanist,Australian Department of the Environment,Darwin NT,"Analyses of field data for scientific reporting.
Demonstrated ability to analyse data, prepare scientific reports and effectively communicate project work.", 93670
Data Scientist,Finite IT,Adelaide SA,"Strong background in data science, analytics or data engineering.
3 plus years of experience in data analytics.
Solid communication skills – written and verbal.", 130000
Investment Trader,Clemenger Group,Sydney NSW,"We're fortunate to have some excellent data scientists working with us helping to build the latest and greatest in models.
We use the Google Tech Stack.",115926.1
